,Company,TypeName,Inches,Cpu,Ram,Gpu,OpSys,Weight,Price,ScreenType,Resolution,TouchScreen,Cpu_Frequency,MemoryType,MemorySize
1046,HP,Notebook,14.0,Intel Core i5,8,Intel,Windows 7,Medium,1469.0,,1920x1080,0,2.3,SSD,256
1047,MSI,Gaming,17.3,Intel Core i7,16,Nvidia,Windows 10,Heavy,1545.64,IPS Panel,1920x1080,0,2.7,SSD and HDD,1256
1048,Lenovo,Gaming,17.3,Intel Core i7,16,Nvidia,Windows 10,Heavy,2289.99,IPS Panel,1920x1080,0,2.6,SSD and HDD,1128
1049,Asus,Netbook,11.6,Other Intel,4,Intel,Chrome OS,Light,287.9,,1366x768,0,1.6,Flash Storage,16
1050,Lenovo,Notebook,14.0,Intel Core i7,16,Intel,Windows 7,Heavy,2620.0,IPS Panel,2560x1440,0,2.6,SSD,256
1051,HP,Notebook,15.6,Intel Core i7,8,Nvidia,Windows 10,Medium,979.0,IPS Panel,1920x1080,0,2.7,HDD,1000
1052,Dell,2 in 1 Convertible,15.6,Intel Core i5,8,Intel,Windows 10,Medium,1094.0,IPS Panel,1920x1080,1,2.7,SSD,256
1053,HP,Notebook,15.6,Intel Core i5,4,Intel,Windows 10,Light,979.0,,1366x768,0,2.5,SSD,256
1054,Dell,Ultrabook,13.3,Intel Core i7,16,Intel,Windows 10,Heavy,2254.0,,3200x1800,1,2.7,SSD,1000
1055,HP,Notebook,15.6,Intel Core i3,4,Intel,Windows 10,Light,705.15,,1366x768,0,2.3,HDD,500
1056,HP,Notebook,15.6,Intel Core i5,4,Intel,No OS,Light,499.0,,1366x768,0,2.5,HDD,500
1057,Acer,Notebook,15.6,AMD,8,AMD,Windows 10,Medium,449.0,,1366x768,0,2.2,HDD,1000
1058,Dell,2 in 1 Convertible,13.3,Intel Core i7,12,Intel,Windows 10,Heavy,1299.0,IPS Panel,1920x1080,1,2.7,SSD,256
1059,MSI,Gaming,15.6,Intel Core i7,16,Nvidia,Windows 10,Heavy,1819.0,,1920x1080,0,2.6,SSD and HDD,1256
1060,HP,Notebook,15.6,Intel Core i7,8,Intel,Windows 10,Medium,1070.0,,1920x1080,0,2.7,SSD,256
1061,Asus,Gaming,17.3,Intel Core i7,16,Nvidia,No OS,Heavy,998.0,IPS Panel,1920x1080,0,2.6,HDD,1000
1062,Dell,Notebook,15.6,Intel Core i5,4,Intel,Windows 10,Light,559.0,,1920x1080,0,2.5,HDD,1000
1063,Dell,Notebook,15.6,Intel Core i7,16,AMD,Windows 10,Heavy,989.99,,1920x1080,0,2.7,HDD,2000
1064,MSI,Gaming,15.6,Intel Core i7,16,Nvidia,Windows 10,Heavy,1929.0,,1920x1080,0,2.6,SSD and HDD,1256
1065,Dell,Ultrabook,13.3,Intel Core i7,8,Intel,Windows 10,Medium,1458.0,,1920x1080,0,2.7,SSD,256
1067,Dell,2 in 1 Convertible,13.3,Intel Core i7,8,Intel,Windows 10,Medium,798.01,,1920x1080,1,2.5,SSD,256
1068,Dell,Gaming,15.6,Intel Core i7,16,Nvidia,Windows 10,Heavy,1329.0,,3840x2160,0,2.6,SSD and HDD,1256
1069,Apple,Ultrabook,12.0,Other Intel,8,Intel,Mac OS X,Medium,1300.0,IPS Panel Retina,2304x1440,0,1.1,Flash Storage,256
1070,Dell,Notebook,15.6,Intel Core i3,4,Intel,Windows 10,Light,481.98,,1366x768,0,2.3,HDD,500
1071,HP,Notebook,15.6,Intel Core i5,4,Intel,Windows 10,Light,1199.0,,1366x768,0,2.3,HDD,500
1072,HP,Ultrabook,12.5,Intel Core i5,8,Intel,Windows 7,Medium,1199.0,,1920x1080,0,2.3,SSD,256
1073,HP,Notebook,13.3,Intel Core i7,8,Intel,Windows 10,Medium,1090.0,,1920x1080,0,2.7,SSD,256
1074,Lenovo,Ultrabook,12.5,Intel Core i7,8,Intel,Windows 10,Medium,1713.49,IPS Panel,1920x1080,1,2.5,SSD,256
1075,Lenovo,Notebook,17.3,Intel Core i5,8,AMD,Windows 10,Medium,659.0,,1600x900,0,2.3,HDD,1000
1076,Lenovo,Notebook,15.6,Intel Core i5,4,Nvidia,Windows 10,Light,977.0,IPS Panel,1920x1080,0,2.3,HDD,1000
1077,MSI,Gaming,17.3,Intel Core i7,16,Nvidia,Windows 10,Heavy,2499.0,,1920x1080,0,2.8,SSD and HDD,1256
1078,Lenovo,Notebook,15.6,Intel Core i5,4,Intel,Windows 10,Light,540.0,,1366x768,0,2.3,HDD,500
1079,HP,Notebook,15.6,Intel Core i5,4,Intel,Windows 7,Light,940.0,,1920x1080,0,2.3,HDD,500
1080,Lenovo,Ultrabook,12.5,Other Intel,8,Intel,Windows 10,Medium,1399.0,IPS Panel,2560x1440,1,1.2,SSD,512
1081,Lenovo,Gaming,17.3,Intel Core i7,32,Nvidia,Windows 10,Heavy,3240.0,IPS Panel,1920x1080,0,2.7,SSD and Hybrid,1512
1082,Lenovo,2 in 1 Convertible,10.1,Other Intel,4,Intel,Windows 10,Light,646.27,IPS Panel,1920x1200,1,1.44,Flash Storage,64
1083,HP,Ultrabook,13.3,Intel Core i7,16,Intel,Windows 10,Heavy,2049.0,IPS Panel,3840x2160,0,2.7,SSD,512
1084,Dell,Notebook,15.6,Intel Core i5,8,Intel,Windows 10,Medium,750.0,,1920x1080,0,2.5,SSD,256
1085,HP,Notebook,14.0,Intel Core i5,4,Intel,Windows 7,Light,1030.99,,1920x1080,0,2.3,HDD,500
1086,HP,Workstation,15.6,Intel Core i7,8,AMD,Windows 7,Medium,1495.0,,1920x1080,0,2.5,SSD,256
1087,Lenovo,Notebook,14.0,Intel Core i5,8,Intel,Windows 7,Medium,1199.0,,1920x1080,0,2.3,SSD,180
1088,HP,Notebook,13.3,Other Intel,4,Intel,Chrome OS,Light,615.0,,3200x1800,0,1.5,Flash Storage,32
1089,Acer,Notebook,15.6,AMD,4,AMD,Windows 10,Light,387.0,,1366x768,0,2.2,HDD,500
1090,Dell,Notebook,15.6,Other Intel,4,Intel,Linux,Light,393.49,,1366x768,0,1.6,HDD,500
1091,HP,Notebook,15.6,Intel Core i3,4,Intel,No OS,Light,345.99,,1366x768,0,2.0,HDD,1000
1092,Asus,Gaming,17.3,Intel Core i7,8,Nvidia,Windows 10,Medium,1599.0,IPS Panel,1920x1080,0,2.8,SSD and HDD,1256
1093,Dell,Ultrabook,13.3,Intel Core i5,4,AMD,Windows 10,Light,818.35,IPS Panel,1920x1080,0,1.6,SSD,256
1094,HP,Netbook,12.5,Intel Core i5,4,Intel,Windows 7,Light,1599.0,,1366x768,0,2.3,SSD,128
1095,Acer,Notebook,15.6,Intel Core i5,8,Nvidia,Windows 10,Medium,799.0,,1920x1080,0,2.5,SSD and HDD,1256
1096,Dell,Notebook,15.6,Intel Core i5,8,AMD,Windows 10,Medium,638.8,,1920x1080,0,2.5,HDD,1000
1097,MSI,Gaming,17.3,Intel Core i7,8,Nvidia,Windows 10,Medium,1599.0,,1920x1080,0,2.6,SSD,256
1098,HP,Notebook,15.6,Other Intel,4,Intel,Windows 10,Light,500.0,,1366x768,0,1.6,HDD,1000
1099,Asus,Gaming,17.3,Intel Core i7,16,Nvidia,Windows 10,Heavy,2299.0,IPS Panel,1920x1080,0,2.6,SSD and HDD,1128
1100,Dell,Ultrabook,12.5,Intel Core i3,4,Intel,Windows 7,Light,1135.15,,1366x768,0,2.3,HDD,500
1101,Dell,Ultrabook,12.5,Intel Core i3,4,Intel,Windows 7,Light,1166.97,,1366x768,0,2.3,SSD,128
1102,Acer,Notebook,15.6,Other Intel,4,Intel,Chrome OS,Light,209.0,,1366x768,0,1.5,SSD,16
1103,HP,Workstation,17.3,Intel Core i7,8,AMD,Windows 7,Medium,2899.0,IPS Panel,1920x1080,0,2.6,HDD,1000
1104,Lenovo,Gaming,15.6,Intel Core i7,16,Nvidia,Windows 10,Heavy,1199.0,,1920x1080,0,2.8,SSD,512
1105,Dell,Ultrabook,12.5,Intel Core i5,8,Intel,Windows 7,Medium,1413.1,,1366x768,0,2.3,SSD,256
1106,MSI,Gaming,17.3,Intel Core i7,8,Nvidia,Windows 10,Medium,1511.19,,1920x1080,0,2.6,SSD and HDD,1128
1107,Lenovo,2 in 1 Convertible,15.6,Intel Core i5,4,Intel,Windows 10,Light,867.0,IPS Panel,1920x1080,1,2.3,SSD,256
1108,HP,Notebook,15.6,AMD,4,AMD,Windows 10,Light,398.0,,1920x1080,0,2.5,HDD,1000
1109,Asus,Gaming,15.6,Intel Core i7,16,Nvidia,Windows 10,Heavy,1339.0,IPS Panel,1920x1080,0,2.6,SSD and HDD,1128
1110,HP,Notebook,13.3,Other Intel,8,Intel,Windows 10,Medium,1699.0,,3200x1800,1,1.1,SSD,256
1111,Dell,Notebook,15.6,Intel Core i5,4,AMD,Windows 7,Light,769.15,,1366x768,0,2.3,HDD,500
1112,Lenovo,Notebook,15.6,Intel Core i3,4,Intel,Windows 10,Light,429.0,,1366x768,0,2.0,SSD,128
1113,HP,Ultrabook,13.3,Intel Core i7,8,Intel,Windows 10,Medium,1969.0,,1920x1080,0,2.5,SSD,512
1114,Lenovo,2 in 1 Convertible,10.1,Other Intel,4,Intel,Android,Light,549.0,IPS Panel,1920x1200,1,1.44,Flash Storage,64
1115,Dell,Ultrabook,13.3,Intel Core i7,8,Intel,Windows 10,Medium,1379.0,,1920x1080,0,2.4,SSD,256
1116,Lenovo,Gaming,17.3,Intel Core i7,16,Nvidia,Windows 10,Heavy,2749.99,IPS Panel,1920x1080,0,2.7,SSD and Hybrid,1256
1117,Razer,Ultrabook,12.5,Intel Core i7,8,Intel,Windows 10,Medium,1029.0,,3840x2160,1,2.5,SSD,256
1118,Toshiba,Ultrabook,13.3,Intel Core i7,16,Intel,Windows 10,Heavy,2226.0,,1920x1080,0,2.7,SSD,512
1119,Asus,Gaming,17.3,Intel Core i7,8,Nvidia,Windows 10,Medium,1312.49,,1920x1080,0,2.6,SSD and HDD,1128
1120,Vero,Notebook,13.3,Other Intel,4,Intel,Windows 10,Light,196.0,,1920x1080,0,1.44,Flash Storage,32
1121,HP,Notebook,13.3,Intel Core i5,8,Intel,Windows 10,Medium,1690.0,,1920x1080,0,2.3,SSD,256
1122,HP,Notebook,14.0,Intel Core i5,8,Intel,Windows 7,Medium,1513.0,,1920x1080,0,2.3,SSD,256
1123,Dell,Notebook,15.6,Intel Core i5,4,Intel,Linux,Light,523.63,,1366x768,0,2.3,HDD,500
1124,Asus,Notebook,15.6,Intel Core i3,4,Intel,Windows 10,Light,435.0,,1366x768,0,2.4,HDD,1000
1125,Lenovo,2 in 1 Convertible,14.0,Intel Core i7,8,Intel,Windows 10,Medium,1669.0,IPS Panel,1920x1080,1,2.5,SSD,256
1126,Lenovo,2 in 1 Convertible,10.1,Other Intel,4,Intel,Windows 10,Light,479.0,IPS Panel,1920x1200,1,1.44,Flash Storage,64
1127,HP,Ultrabook,12.5,Intel Core i5,8,Intel,Windows 7,Medium,1895.0,,1366x768,0,2.4,SSD,256
1128,Lenovo,Gaming,15.6,Intel Core i5,8,Nvidia,No OS,Medium,989.0,IPS Panel,1920x1080,0,2.5,SSD and HDD,1128
1129,HP,Gaming,17.3,Intel Core i5,8,Nvidia,Windows 10,Medium,1129.0,IPS Panel,1920x1080,0,2.3,SSD and HDD,1128
1130,HP,Notebook,15.6,Intel Core i7,8,Intel,Windows 10,Medium,629.0,,1366x768,0,2.7,HDD,2000
1131,Lenovo,2 in 1 Convertible,14.0,Intel Core i7,8,Nvidia,Windows 7,Medium,2050.38,IPS Panel,1920x1080,1,2.6,SSD,512
1132,Asus,Notebook,14.0,Other Intel,4,Intel,Windows 10,Light,278.0,,1366x768,0,1.1,Flash Storage,32
1133,HP,Ultrabook,15.6,Intel Core i7,8,Intel,Windows 10,Medium,752.0,,1920x1080,0,2.7,SSD,256
1134,Acer,Notebook,15.6,Intel Core i5,4,Nvidia,Windows 10,Light,616.0,,1920x1080,0,2.5,HDD,1000
1135,Lenovo,Notebook,15.6,Intel Core i7,16,AMD,Windows 10,Heavy,1099.0,,1920x1080,0,2.5,Hybrid,1000
1136,HP,Workstation,17.3,Intel Core i7,8,Nvidia,Windows 7,Medium,3949.4,IPS Panel,1920x1080,0,2.6,SSD,256
1137,Dell,Notebook,15.6,Intel Core i5,8,AMD,Windows 10,Medium,784.0,,1366x768,0,2.5,HDD,1000
1138,MSI,Gaming,17.3,Intel Core i7,16,Nvidia,Windows 10,Heavy,2399.0,,1920x1080,0,2.7,SSD and HDD,1256
1139,HP,Ultrabook,15.6,Intel Core i7,8,Intel,Windows 7,Medium,2171.72,,1920x1080,0,2.5,SSD,256
1140,Lenovo,2 in 1 Convertible,14.0,Intel Core i7,16,Intel,Windows 10,Heavy,2440.0,IPS Panel,2560x1440,1,2.6,SSD,512
1141,MSI,Gaming,15.6,Intel Core i7,8,Nvidia,Windows 10,Medium,1142.8,,1920x1080,0,2.8,SSD and HDD,1128
1142,HP,2 in 1 Convertible,13.3,Intel Core i5,8,Intel,Windows 10,Medium,1629.0,,1920x1080,1,2.4,SSD,256
1143,HP,Workstation,15.6,Intel Core i7,8,Nvidia,Windows 7,Medium,2229.0,IPS Panel,1920x1080,0,2.6,SSD,256
1144,HP,2 in 1 Convertible,13.3,Intel Core i7,8,Intel,Windows 10,Medium,1799.0,,2560x1440,1,2.6,SSD,256
1145,HP,Workstation,15.6,Intel Core i7,8,Nvidia,Windows 7,Medium,1899.0,,1920x1080,0,2.6,SSD,256
1146,HP,Ultrabook,12.5,Intel Core i7,8,Intel,Windows 7,Medium,2296.95,,1920x1080,0,2.5,SSD,256
1147,Dell,Notebook,15.6,Intel Core i7,8,Nvidia,Windows 10,Medium,1009.9,,1920x1080,0,2.7,SSD,256
1148,HP,Notebook,15.6,Intel Core i5,8,Intel,Windows 7,Medium,1579.0,,1920x1080,0,2.3,SSD,256
1149,Lenovo,2 in 1 Convertible,14.0,Intel Core i7,8,Intel,Windows 10,Medium,2339.0,IPS Panel,2560x1440,1,2.5,SSD,256
1150,Lenovo,Notebook,15.6,Intel Core i3,4,Intel,No OS,Light,339.0,,1366x768,0,2.0,HDD,1000
1151,HP,Notebook,15.6,AMD,4,AMD,Windows 10,Light,297.0,,1366x768,0,1.8,HDD,500
1152,Lenovo,Notebook,15.6,Intel Core i5,8,AMD,No OS,Medium,599.0,,1920x1080,0,2.3,HDD,1000
1153,Dell,Gaming,15.6,Intel Core i7,8,Nvidia,Windows 10,Medium,1199.0,,1920x1080,0,2.8,HDD,1000
1154,Dell,Notebook,15.6,Intel Core i5,8,Nvidia,Windows 10,Medium,2250.68,IPS Panel,3840x2160,1,2.3,SSD,256
1155,HP,Notebook,15.6,AMD,4,AMD,Windows 10,Light,478.89,,1920x1080,0,2.5,SSD,256
1156,MSI,Gaming,17.3,Intel Core i7,16,Nvidia,Windows 10,Heavy,1492.8,,1920x1080,0,2.8,SSD and HDD,1256
1157,Lenovo,Ultrabook,14.0,Intel Core i7,12,Intel,Windows 7,Heavy,2299.0,,1920x1080,0,2.6,SSD,512
1158,Lenovo,Notebook,15.6,Intel Core i5,8,AMD,Windows 10,Medium,788.49,,1920x1080,0,2.3,Hybrid,1000
1159,HP,2 in 1 Convertible,13.3,Intel Core i7,8,Intel,Windows 10,Medium,2041.0,,2560x1440,1,2.6,SSD,512
1160,Lenovo,Ultrabook,14.0,Intel Core i7,8,Intel,Windows 7,Medium,1499.0,,1920x1080,0,2.6,SSD,256
1161,MSI,Gaming,14.0,Intel Core i7,16,Nvidia,Windows 10,Heavy,1769.0,,1920x1080,0,2.6,SSD and HDD,1256
1162,HP,Gaming,15.6,Intel Core i7,8,Nvidia,Windows 10,Medium,899.0,IPS Panel,1920x1080,0,2.8,HDD,1000
1163,Lenovo,Notebook,15.6,Intel Core i3,8,Intel,Windows 10,Medium,459.0,,1366x768,0,2.0,HDD,1000
1164,HP,Notebook,15.6,Intel Core i5,4,Intel,No OS,Light,476.99,,1366x768,0,2.3,HDD,500
1165,Dell,Gaming,15.6,Intel Core i7,8,Nvidia,Windows 10,Medium,1498.0,,3840x2160,0,2.8,SSD and HDD,1128
1166,Lenovo,Notebook,15.6,Intel Core i5,8,Intel,Windows 10,Medium,1390.0,IPS Panel,1920x1080,0,2.5,SSD,256
1167,Lenovo,Notebook,15.6,Intel Core i3,4,Nvidia,Windows 10,Light,468.0,,1920x1080,0,2.0,HDD,1000
1168,HP,Notebook,14.0,Other Intel,2,Intel,Windows 10,Light,249.0,,1366x768,0,1.6,Flash Storage,32
1169,MSI,Gaming,15.6,Intel Core i7,8,Nvidia,Windows 10,Medium,839.0,IPS Panel,1920x1080,0,2.7,HDD,1000
1170,HP,Notebook,15.6,Intel Core i7,8,Intel,Windows 10,Medium,679.0,,1920x1080,0,2.5,SSD,256
1171,HP,Notebook,15.6,Intel Core i7,16,Intel,Windows 10,Heavy,1159.0,,1920x1080,0,1.8,SSD,512
1172,Asus,Notebook,15.6,Other Intel,4,Intel,Windows 10,Light,369.0,,1366x768,0,1.6,HDD,500
1173,Lenovo,Notebook,15.6,Intel Core i5,4,Intel,No OS,Light,398.0,,1366x768,0,2.3,HDD,500
1174,Lenovo,Notebook,15.6,Intel Core i7,8,Nvidia,No OS,Medium,709.0,,1920x1080,0,2.7,HDD,1000
1175,Asus,Notebook,14.0,Intel Core i3,4,Intel,Windows 10,Light,769.0,,1920x1080,0,2.4,SSD,256
1176,Lenovo,Notebook,15.6,Intel Core i7,4,Intel,Windows 7,Light,825.0,,1920x1080,0,2.5,Hybrid,1000
1177,Lenovo,Gaming,15.6,Intel Core i7,16,Nvidia,Windows 10,Heavy,1305.0,IPS Panel,1920x1080,0,2.6,SSD,512
1178,MSI,Gaming,15.6,Intel Core i7,16,Nvidia,Windows 10,Heavy,2153.37,,1920x1080,0,2.6,SSD and HDD,1128
1179,HP,Notebook,15.6,Intel Core i3,4,Intel,Windows 10,Light,650.0,,1366x768,0,2.3,HDD,500
1180,Lenovo,2 in 1 Convertible,14.0,Intel Core i5,8,Intel,Windows 10,Medium,1637.0,IPS Panel,2560x1440,1,2.3,SSD,256
1181,Lenovo,Ultrabook,15.6,Intel Core i7,6,Nvidia,Windows 10,Light,831.0,,1920x1080,0,2.7,SSD,256
1182,Dell,Notebook,15.6,Intel Core i7,8,Nvidia,Linux,Medium,895.01,,1920x1080,0,2.7,SSD,256
1183,Acer,Notebook,15.6,Other Intel,4,Intel,Windows 10,Light,333.0,,1366x768,0,2.0,HDD,500
1184,HP,Notebook,15.6,Intel Core i7,6,Nvidia,Windows 10,Light,799.0,IPS Panel,1920x1080,0,2.6,HDD,1000
1185,Asus,Gaming,15.6,Intel Core i7,8,Nvidia,Windows 10,Medium,909.0,IPS Panel,1920x1080,0,2.6,SSD and HDD,1256
1186,Dell,2 in 1 Convertible,15.6,Intel Core i7,16,Intel,Windows 10,Heavy,1179.0,,1920x1080,1,2.7,SSD,512
1187,Acer,Notebook,15.6,Intel Core i5,4,Nvidia,Windows 10,Light,691.0,,1920x1080,0,2.5,SSD,256
1188,Dell,Ultrabook,13.3,Intel Core i5,8,Intel,Linux,Medium,1099.0,,3200x1800,1,2.4,SSD,256
1189,Acer,Gaming,17.3,Intel Core i7,16,Nvidia,Windows 10,Heavy,2599.0,IPS Panel,1920x1080,0,2.8,SSD and HDD,1256
1190,Lenovo,Gaming,15.6,Intel Core i5,8,Nvidia,Windows 10,Medium,819.0,IPS Panel,1920x1080,0,2.5,HDD,1000
1192,HP,Notebook,15.6,Intel Core i5,4,Intel,Windows 10,Light,485.0,,1366x768,0,2.5,HDD,500
1193,Apple,Ultrabook,12.0,Other Intel,8,Intel,Mac OS X,Medium,1163.0,IPS Panel Retina,2304x1440,0,1.1,Flash Storage,256
1194,Dell,2 in 1 Convertible,13.3,Intel Core i5,8,Intel,Windows 10,Medium,1199.0,IPS Panel,1920x1080,1,2.5,SSD,256
1195,HP,Notebook,15.6,Intel Core i7,12,Nvidia,Windows 10,Heavy,1327.0,IPS Panel,1920x1080,0,2.8,SSD and HDD,1128
1196,Lenovo,Notebook,15.6,Intel Core i3,4,AMD,No OS,Light,368.0,,1366x768,0,2.0,HDD,1000
1197,Asus,Gaming,17.3,Intel Core i7,16,Nvidia,Windows 10,Heavy,2150.0,IPS Panel,1920x1080,0,2.6,SSD and HDD,1512
1198,Acer,Notebook,15.6,Other Intel,4,Intel,Linux,Light,272.0,,1366x768,0,2.0,HDD,1000
1199,MSI,Gaming,17.3,Intel Core i7,16,Nvidia,Windows 10,Heavy,2048.9,,1920x1080,0,2.8,SSD and HDD,1256
1200,Dell,Notebook,15.6,Intel Core i3,4,AMD,Windows 10,Light,499.0,,1366x768,0,2.0,SSD,128
1201,Lenovo,Notebook,15.6,Intel Core i7,8,Nvidia,No OS,Medium,629.0,,1366x768,0,2.5,HDD,500
1202,Dell,2 in 1 Convertible,15.6,Intel Core i7,16,Intel,Windows 10,Heavy,1285.0,,1920x1080,1,1.8,SSD,512
1203,Dell,Ultrabook,13.3,Intel Core i7,16,Intel,Windows 10,Heavy,2680.0,,3200x1800,1,2.7,SSD,512
1204,Asus,Gaming,15.6,Intel Core i7,8,Nvidia,Windows 10,Medium,1169.0,,1920x1080,0,2.6,HDD,1000
1205,Dell,Notebook,15.6,Intel Core i5,8,AMD,Windows 10,Medium,889.0,,1920x1080,0,2.5,SSD,256
1206,HP,Notebook,15.6,Intel Core i5,8,Intel,Windows 10,Medium,579.0,,1366x768,0,2.5,SSD,256
1207,Lenovo,Notebook,15.6,AMD,4,AMD,Windows 10,Light,299.0,,1366x768,0,2.2,HDD,500
1208,Acer,Notebook,17.3,Intel Core i3,8,Nvidia,Windows 10,Medium,629.0,,1600x900,0,2.0,HDD,1000
1209,Asus,Gaming,15.6,Intel Core i7,16,Nvidia,Windows 10,Heavy,2449.0,,1920x1080,0,2.8,SSD and HDD,1256
1210,Apple,Ultrabook,12.0,Other Intel,8,Intel,Mac OS X,Medium,1279.0,IPS Panel Retina,2304x1440,0,1.2,Flash Storage,512
1211,Asus,Notebook,15.6,Intel Core i7,16,Nvidia,Windows 10,Heavy,1749.0,,1920x1080,0,2.8,SSD and HDD,1128
1212,MSI,Gaming,17.3,Intel Core i7,16,Nvidia,Windows 10,Heavy,1948.99,IPS Panel,1920x1080,0,2.6,SSD and HDD,1256
1213,Dell,2 in 1 Convertible,15.6,Intel Core i5,8,Intel,Windows 10,Medium,999.0,IPS Panel,1920x1080,1,2.5,SSD,256
1214,Asus,Gaming,17.3,Intel Core i7,16,Nvidia,Windows 10,Heavy,1949.0,,1920x1080,0,2.8,SSD and HDD,1256
1215,Acer,Netbook,11.6,Other Intel,2,Intel,Chrome OS,Light,174.0,,1366x768,0,1.5,SSD,32
1216,Acer,Notebook,17.3,Intel Core i3,4,Nvidia,Windows 10,Light,598.0,,1600x900,0,2.0,HDD,1000
1217,Lenovo,Notebook,17.3,Intel Core i5,8,Intel,No OS,Medium,539.0,,1600x900,0,2.5,HDD,1000
1218,Lenovo,Gaming,15.6,Intel Core i7,8,Nvidia,Windows 10,Medium,1272.0,IPS Panel,1920x1080,0,2.6,SSD and HDD,1128
1219,Acer,2 in 1 Convertible,14.0,Intel Core i7,8,Intel,Windows 10,Medium,1149.0,IPS Panel,1920x1080,1,1.3,SSD,256
1220,Lenovo,Notebook,15.6,Intel Core i7,8,Intel,Windows 10,Medium,1529.0,IPS Panel,1920x1080,0,2.6,SSD,256
1221,MSI,Gaming,15.6,Intel Core i7,8,Nvidia,Windows 10,Medium,1476.11,,1920x1080,0,2.6,SSD and HDD,1128
1222,HP,Notebook,15.6,AMD,6,AMD,Windows 10,Light,529.0,,1920x1080,0,2.7,HDD,1000
1223,Dell,Ultrabook,12.5,Intel Core i5,8,Intel,Windows 7,Medium,1713.37,,1920x1080,1,2.4,SSD,256
1224,Dell,2 in 1 Convertible,15.0,Intel Core i3,4,Intel,Windows 10,Light,509.0,,1920x1080,1,2.4,HDD,500
1225,Asus,Notebook,15.6,Other Intel,4,Intel,Windows 10,Light,309.0,,1366x768,0,1.6,HDD,1000
1226,Dell,Ultrabook,13.3,Intel Core i7,8,Intel,Windows 10,Medium,1477.0,,3200x1800,1,2.7,SSD,256
1227,Dell,Notebook,15.6,Intel Core i5,4,Intel,Linux,Light,521.86,,1366x768,0,2.5,HDD,1000
1228,Lenovo,Gaming,15.6,Intel Core i7,16,Nvidia,Windows 10,Heavy,1029.0,IPS Panel,1920x1080,1,2.6,SSD and HDD,1128
1229,MSI,Gaming,15.6,Intel Core i7,8,Nvidia,Windows 10,Medium,1149.0,,1920x1080,0,2.8,SSD and HDD,1128
1230,Lenovo,Netbook,12.5,Intel Core i7,16,Intel,Windows 10,Heavy,1650.0,IPS Panel,1920x1080,1,2.5,SSD,512
1231,Razer,Gaming,14.0,Intel Core i7,16,Nvidia,Windows 10,Heavy,3499.0,,1920x1080,0,2.8,SSD,1000
1232,Dell,Notebook,15.6,Intel Core i3,8,Intel,Windows 10,Medium,469.01,,1366x768,1,2.4,HDD,1000
1233,MSI,Gaming,17.3,Intel Core i7,16,Nvidia,Windows 10,Heavy,1598.0,,1920x1080,0,2.8,SSD and HDD,1256
1234,Apple,Ultrabook,11.6,Intel Core i5,4,Intel,Mac OS X,Light,959.0,,1366x768,0,1.6,Flash Storage,256
1235,HP,Notebook,15.6,Intel Core i3,4,Intel,Windows 10,Light,478.0,,1920x1080,0,2.0,HDD,1000
1236,HP,Ultrabook,14.0,Intel Core i7,8,Intel,Windows 7,Medium,2198.19,,2560x1440,0,2.5,SSD,256
1237,Dell,Notebook,15.6,Intel Core i5,4,Intel,Windows 7,Light,737.0,,1366x768,0,2.3,HDD,500
1238,MSI,Gaming,15.6,Intel Core i7,8,Nvidia,Windows 10,Medium,1169.0,,1920x1080,0,2.6,SSD and HDD,1128
1239,Lenovo,Notebook,13.3,Intel Core i7,16,Intel,Windows 10,Heavy,1499.0,IPS Panel,1920x1080,0,2.7,SSD,512
1240,Lenovo,Notebook,15.6,AMD,6,AMD,Windows 10,Light,597.57,,1920x1080,0,3.6,SSD,256
1241,Asus,Ultrabook,13.3,Intel Core i7,8,Intel,Windows 10,Medium,1280.0,,1920x1080,0,2.5,SSD,256
1242,Acer,Notebook,15.6,Intel Core i3,4,Intel,Linux,Light,361.8,,1366x768,0,2.0,HDD,500
1243,Dell,2 in 1 Convertible,17.3,Intel Core i7,16,Nvidia,Windows 10,Heavy,1799.0,,1920x1080,1,2.7,SSD,512
1244,HP,Notebook,14.0,Intel Core i5,4,Intel,Windows 7,Light,1099.99,,1920x1080,0,2.3,SSD,256
1245,Asus,Gaming,15.6,Intel Core i7,16,Nvidia,Windows 10,Heavy,1600.0,IPS Panel,1920x1080,0,2.8,SSD and HDD,1256
1246,Dell,Notebook,14.0,Intel Core i5,4,Intel,Windows 10,Light,875.0,,1366x768,0,2.5,HDD,500
1247,Asus,Gaming,15.6,Intel Core i7,16,Nvidia,Windows 10,Heavy,2325.0,IPS Panel,1920x1080,0,2.6,SSD and HDD,1256
1248,Lenovo,Notebook,15.6,Intel Core i5,8,Intel,No OS,Medium,573.0,IPS Panel,1920x1080,0,2.5,SSD,256
1249,Dell,2 in 1 Convertible,13.3,Intel Core i5,8,Intel,Windows 10,Medium,1813.0,,3200x1800,1,1.2,SSD,256
1250,Dell,Notebook,15.6,Other Intel,4,Intel,Linux,Light,324.0,,1366x768,0,1.6,HDD,500
1251,HP,Notebook,15.6,AMD,4,AMD,Windows 10,Light,399.0,,1366x768,0,2.5,HDD,500
1252,Lenovo,Notebook,15.6,Intel Core i3,6,Nvidia,Windows 10,Light,569.0,,1920x1080,0,2.3,SSD,128
